,title,address,roadAddress,mapx,mapy,category,description,telephone,link
0,<b>스타벅스</b> 더종로R점,서울특별시 종로구 종로2가 6 종로타워,서울특별시 종로구 종로 51,310403,552552,"카페,디저트>카페",,02-722-3507,http://www.istarbucks.co.kr/
1,<b>스타벅스</b> 광화문R점,서울특별시 종로구 세종로 185-2,서울특별시 종로구 세종대로 167,309768,552613,"카페,디저트>카페",,02-758-8036,http://www.istarbucks.co.kr/
2,<b>스타벅스</b> 종로3가점,서울특별시 종로구 종로3가 9-3 1-4층,서울특별시 종로구 종로 113-1,310996,552518,"카페,디저트>카페",,02-758-8339,http://www.istarbucks.co.kr/
3,<b>스타벅스</b> 광화문D타워점,서울특별시 종로구 청진동 249 D타워,,309992,552623,"카페,디저트>카페",,02-758-8954,http://www.istarbucks.co.kr/
4,<b>스타벅스</b> 마로니에공원점,서울특별시 종로구 동숭동 1-115 1-2층,서울특별시 종로구 대학로 116,312081,553726,"카페,디저트>카페",,02-758-8315,http://www.istarbucks.co.kr/
5,<b>스타벅스</b> 종각점,서울특별시 종로구 종로2가 84-10,서울특별시 종로구 종로 64,310494,552453,"카페,디저트>카페",,02-758-8169,http://www.istarbucks.co.kr/
6,<b>스타벅스</b> 정부서울청사R점,서울특별시 종로구 적선동 156 광화문플래티넘,서울특별시 종로구 새문안로5가길 28,309531,552962,"카페,디저트>카페",,02-722-3549,http://www.istarbucks.co.kr/
7,<b>스타벅스</b> 삼청동점,서울특별시 종로구 삼청동 112,서울특별시 종로구 삼청로 111-1,310267,554172,"카페,디저트>카페",,02-758-8771,http://www.istarbucks.co.kr/
8,<b>스타벅스</b> 경복궁역점,서울특별시 종로구 통의동 35-41 1층,서울특별시 종로구 자하문로4길 6,309461,553267,"카페,디저트>카페",,02-758-8359,http://www.istarbucks.co.kr/
9,<b>스타벅스</b> 적선점,서울특별시 종로구 적선동 66 노스게이트빌딩 1층,서울특별시 종로구 새문안로5길 55,309564,553050,"카페,디저트>카페",,02-758-8050,http://www.istarbucks.co.kr/
10,<b>스타벅스</b> 안국점,서울특별시 종로구 재동 109,서울특별시 종로구 북촌로 5-1,310600,553275,"카페,디저트>카페",,02-758-8779,http://www.istarbucks.co.kr/
11,<b>스타벅스</b> 대학로점,서울특별시 종로구 연건동 128-8 홍익대학교 대학로캠퍼스 內,서울특별시 종로구 대학로 57,311996,553168,"카페,디저트>카페",,02-758-8558,http://www.istarbucks.co.kr/
12,<b>스타벅스</b> 성대입구점,서울특별시 종로구 명륜3가 154-3,서울특별시 종로구 창경궁로 235,311734,553880,"카페,디저트>카페",,02-758-8249,http://www.istarbucks.co.kr/
13,<b>스타벅스</b> 이마빌딩점,서울특별시 종로구 수송동 146-1,서울특별시 종로구 종로1길 42,310007,552896,"카페,디저트>카페",,02-758-8405,http://www.istarbucks.co.kr/
14,<b>스타벅스</b> 혜화역점,서울특별시 종로구 동숭동 1-31,서울특별시 종로구 대학로12길 4,312068,553830,"카페,디저트>카페",,02-742-3673,http://www.istarbucks.co.kr/
15,<b>스타벅스</b> 동숭로아트점,서울특별시 종로구 동숭동 30,서울특별시 종로구 동숭길 110,312218,553883,"카페,디저트>카페",,02-758-8430,http://www.istarbucks.co.kr/
16,<b>스타벅스</b> 주얼리시티점,서울특별시 종로구 인의동 48-2 효성주얼리시티,서울특별시 종로구 종로 183,311748,552620,"카페,디저트>카페",,02-6744-4882,http://www.istarbucks.co.kr/
17,<b>스타벅스</b> 광화문우체국점,서울특별시 종로구 서린동 154-1 광화문우체국,서울특별시 종로구 종로 6,309924,552452,"카페,디저트>카페",,02-733-3592,http://www.istarbucks.co.kr/
18,<b>스타벅스</b> 스페이스본점,서울특별시 종로구 사직동 9 광화문 풍림스페이스본,서울특별시 종로구 사직로8길 4,309150,553067,"카페,디저트>카페",,02-758-8235,http://www.istarbucks.co.kr/
19,<b>스타벅스</b> 동묘앞역점,서울특별시 종로구 숭인동 310 대우디오빌,서울특별시 종로구 종로 344,313283,552732,"카페,디저트>카페",,02-2234-4265,http://www.istarbucks.co.kr/
20,<b>스타벅스</b> 종로관철점,서울특별시 종로구 관철동 12-15 2층,서울특별시 종로구 종로12길 21,310624,552356,"카페,디저트>카페",,02-758-8360,http://www.istarbucks.co.kr/
21,<b>스타벅스</b> 새문안로점,서울특별시 종로구 신문로1가 163 광화문오피시아빌딩(광화문오피시아),서울특별시 종로구 새문안로 92,309642,552433,"카페,디저트>카페",,02-758-8788,http://www.istarbucks.co.kr/
22,<b>스타벅스</b> 경복궁사거리점,서울특별시 종로구 중학동 14 트윈트리타워B동 101호,서울특별시 종로구 율곡로 6,310152,553085,"카페,디저트>카페",,02-758-8386,http://www.istarbucks.co.kr/
23,<b>스타벅스</b> 종로수송점,서울특별시 종로구 청진동 19 1~3층,서울특별시 종로구 종로5길 30,310165,552631,"카페,디저트>카페",,02-758-8818,http://www.istarbucks.co.kr/
24,<b>스타벅스</b> 영풍문고점,서울특별시 종로구 서린동 33 영풍빌딩,서울특별시 종로구 청계천로 41,310281,552415,"카페,디저트>카페",,02-758-8083,http://www.istarbucks.co.kr/
25,<b>스타벅스</b> 서울극장점,서울특별시 종로구 관수동 59-7 서울극장,서울특별시 종로구 돈화문로 13,311135,552428,"카페,디저트>카페",,02-758-8269,http://www.istarbucks.co.kr/
26,<b>스타벅스</b> 종로관수점,서울특별시 종로구 관수동 3-5,서울특별시 종로구 삼일대로20길 13,310858,552390,"카페,디저트>카페",,02-758-8560,http://www.istarbucks.co.kr/
27,<b>스타벅스</b> 대명거리점,서울특별시 종로구 명륜4가 7,서울특별시 종로구 대명길 5,311979,553944,"카페,디저트>카페",,02-758-8316,http://www.istarbucks.co.kr/
28,<b>스타벅스</b> 북촌로점,서울특별시 종로구 계동 101-14 1~3층,서울특별시 종로구 북촌로4길 23,310673,553510,"카페,디저트>카페",,02-758-8827,http://www.istarbucks.co.kr/
29,<b>스타벅스</b> 인사점,서울특별시 종로구 인사동 39,서울특별시 종로구 인사동길 14-3,310718,552696,"카페,디저트>카페",,02-758-8022,http://www.istarbucks.co.kr/
30,<b>스타벅스</b> 독립문역점,서울특별시 종로구 교남동 62-1 경희궁자이 상업시설 팰리스애비뉴 4114~4119호,,308441,552643,"카페,디저트>카페",,02-737-3544,http://www.istarbucks.co.kr/
31,<b>스타벅스</b> 광교점,서울특별시 종로구 관철동 43-9,서울특별시 종로구 청계천로 59,310465,552343,"카페,디저트>카페",,02-758-8154,http://www.istarbucks.co.kr/
