,user_id,tweet_id,likes,text,loc
0,57215665,16375426377060352,0,"I'm at M&A포럼 (강남빌딩/하나은행 8층, 수표동 56-1, 서울시 중구). http://4sq.com/iilnDO",수표동
1,57215665,9575801406099456,0,"I'm at M&A포럼 (강남빌딩/하나은행 8층, 수표동 56-1, 서울시 중구). http://4sq.com/bDOUkh",수표동
2,194894904,28988914974,0,★재난발생  ○발생시간 : 2010-10-28 22:25:38.0 ○발생지역 : 중구 수표동 ○재난종류 : 화재 ○재난분류 : 극소대,수표동
3,192509103,28988913843,0,★재난발생  ○발생시간 : 2010-10-28 22:25:38.0 ○발생지역 : 중구 수표동 ○재난종류 : 화재 ○재난분류 : 극소대,수표동
4,57215665,27723668509,0,"I'm at M&A포럼 (강남빌딩/하나은행 8층, 수표동 56-1, 서울시 중구). http://4sq.com/bDOUkh",수표동
5,57215665,27511805985,0,"I'm at M&A포럼 (강남빌딩/하나은행 8층, 수표동 56-1, 서울시 중구). http://4sq.com/bDOUkh",수표동
6,57215665,27024170738,0,"I'm at M&A포럼 (강남빌딩/하나은행 8층, 수표동 56-1, 서울시 중구). http://4sq.com/bDOUkh",수표동
7,183074855,25726729839,0,"I'm at 강남빌딩 (중구 수표동, 56-1 강남빌딩 6층, 서울). http://4sq.com/bfC5CK",수표동
8,183074855,25629040971,0,"I'm at 강남빌딩 (중구 수표동, 56-1 강남빌딩 6층, 서울). http://4sq.com/bfC5CK",수표동
9,57215665,25467483530,0,"I'm at M&A포럼 (강남빌딩/하나은행 8층, 수표동 56-1, 서울시 중구). http://4sq.com/bDOUkh",수표동
10,183074855,25405109517,0,"I'm at 강남빌딩 (중구 수표동, 56-1 강남빌딩 6층, 서울). http://4sq.com/bfC5CK",수표동
11,57215665,24523134750,0,"I'm at M&A포럼 (강남빌딩/하나은행 8층, 수표동 56-1, 서울시 중구). http://4sq.com/bDOUkh",수표동
12,90422205,23880686305,0,"웹진 제작 기업 웹브라이트 [@ 웹브라이트, 서울특별시 중구 수표동 56-1 강남빌딩 1101호] http://seeon.kr/?p=P4162",수표동
13,113336044,22591434819,0,"크리스피크림 본사 사무실 이전이 있었답니다. 15층인데 제 우측으로는 남산타워가 한눈에, 을지로 사거리의 번화한 모습도 환히 보입니다.  앞쪽으로는 수표동 페럼타워의 웅장한 모습이, 좌측으로는 청계천과 종각, 특이한 국세청건물이 내려다 보이네요.",수표동
14,57215665,22476791140,0,"I'm at M&A포럼 (강남빌딩/하나은행 8층, 수표동 56-1, 서울시 중구). http://4sq.com/bDOUkh",수표동
15,15213699,21993433389,0,"I'm at M&A포럼 (강남빌딩/하나은행 8층, 수표동 56-1, 서울시 중구). http://4sq.com/bDOUkh",수표동
16,57215665,21954882652,0,"I'm at M&A포럼 (강남빌딩/하나은행 8층, 수표동 56-1, 서울시 중구). http://4sq.com/bDOUkh",수표동
17,57215665,20178661883,0,"I'm at M&A포럼 (강남빌딩/하나은행 8층, 수표동 56-1, 서울시 중구). http://4sq.com/bDOUkh",수표동
18,57215665,19865632064,0,"I'm at M&A포럼 (강남빌딩/하나은행 8층, 수표동 56-1, 서울시 중구). http://4sq.com/bDOUkh",수표동
19,57215665,18872812444,0,"I'm at M&A포럼 (강남빌딩/하나은행 8층, 수표동 56-1, 서울시 중구). http://4sq.com/bDOUkh",수표동
20,539782912,823728994453307394,0,"[수표교] 세종2년(1420년) 제2차 개천공사 때, 나무다리를 돌다리로 교체하면서 세운 것으로 북촌(종로구 관수동)과 남촌(중구 수표동)을 연결했었다. http://yfrog.com/eszddyfj ",수표동
21,539782912,823427005391650817,0,"[수표교] 세종2년(1420년) 제2차 개천공사 때, 나무다리를 돌다리로 교체하면서 세운 것으로 북촌(종로구 관수동)과 남촌(중구 수표동)을 연결했었다. http://yfrog.com/eszddyfj ",수표동
22,2425776655,820983392196030465,0,"우주만물 새로미 새롬질 중. 
다음주는 이사하느라 쉬고 설날은 설날대로 쉽니다. (심심하면 열 수도) 2월부턴 수표동 11-3번지 2층에서 만나요- https://www.instagram.com/p/BPU54t9AQuf/ ",수표동
23,539782912,820799692321660928,0,"[수표교] 세종2년(1420년) 제2차 개천공사 때, 나무다리를 돌다리로 교체하면서 세운 것으로 북촌(종로구 관수동)과 남촌(중구 수표동)을 연결했었다. http://yfrog.com/eszddyfj ",수표동
24,539782912,820437305894633473,0,"[수표교] 세종2년(1420년) 제2차 개천공사 때, 나무다리를 돌다리로 교체하면서 세운 것으로 북촌(종로구 관수동)과 남촌(중구 수표동)을 연결했었다. http://yfrog.com/eszddyfj ",수표동
25,3225907891,819177555655655426,6,"[2017.1.22] THREE CASSETTE TAPES * 일시: 2017년 1월 22일(일) 저녁 7시
* 장소: 신도시 (서울시 중구 수표동 11-2 5층)
* 입장료: 현매 15,000원
* Live : 구토와 눈물, 유기농맥주, 쾅프로그램 pic.twitter.com/9pBQDq9pqN",수표동
26,539782912,817991187734794240,0,"[수표교] 세종2년(1420년) 제2차 개천공사 때, 나무다리를 돌다리로 교체하면서 세운 것으로 북촌(종로구 관수동)과 남촌(중구 수표동)을 연결했었다. http://yfrog.com/eszddyfj ",수표동
27,539782912,816858724182540288,0,"[수표교] 세종2년(1420년) 제2차 개천공사 때, 나무다리를 돌다리로 교체하면서 세운 것으로 북촌(종로구 관수동)과 남촌(중구 수표동)을 연결했었다. http://yfrog.com/eszddyfj ",수표동
28,539782912,815394074756726784,0,"[수표교] 세종2년(1420년) 제2차 개천공사 때, 나무다리를 돌다리로 교체하면서 세운 것으로 북촌(종로구 관수동)과 남촌(중구 수표동)을 연결했었다. http://yfrog.com/eszddyfj ",수표동
29,539782912,814246514302205952,0,"[수표교] 세종2년(1420년) 제2차 개천공사 때, 나무다리를 돌다리로 교체하면서 세운 것으로 북촌(종로구 관수동)과 남촌(중구 수표동)을 연결했었다. http://yfrog.com/eszddyfj ",수표동
30,539782912,813355642912063489,0,"[수표교] 세종2년(1420년) 제2차 개천공사 때, 나무다리를 돌다리로 교체하면서 세운 것으로 북촌(종로구 관수동)과 남촌(중구 수표동)을 연결했었다. http://yfrog.com/eszddyfj ",수표동
31,539782912,812525171059720192,0,"[수표교] 세종2년(1420년) 제2차 개천공사 때, 나무다리를 돌다리로 교체하면서 세운 것으로 북촌(종로구 관수동)과 남촌(중구 수표동)을 연결했었다. http://yfrog.com/eszddyfj ",수표동
32,539782912,812283578104975361,0,"[수표교] 세종2년(1420년) 제2차 개천공사 때, 나무다리를 돌다리로 교체하면서 세운 것으로 북촌(종로구 관수동)과 남촌(중구 수표동)을 연결했었다. http://yfrog.com/eszddyfj ",수표동
33,539782912,812087285168508928,0,"[수표교] 세종2년(1420년) 제2차 개천공사 때, 나무다리를 돌다리로 교체하면서 세운 것으로 북촌(종로구 관수동)과 남촌(중구 수표동)을 연결했었다. http://yfrog.com/eszddyfj ",수표동
34,539782912,809912960340496384,0,"[수표교] 세종2년(1420년) 제2차 개천공사 때, 나무다리를 돌다리로 교체하면서 세운 것으로 북촌(종로구 관수동)과 남촌(중구 수표동)을 연결했었다. http://yfrog.com/eszddyfj ",수표동
35,3254142037,807126026903908353,0,을지로 회식장소 나주소 나주곰탕 수표동 밥집 동동주 공짜! http://lovely8781.blog.me/220881612338 ,수표동
36,539782912,806998756000305152,0,"[수표교] 세종2년(1420년) 제2차 개천공사 때, 나무다리를 돌다리로 교체하면서 세운 것으로 북촌(종로구 관수동)과 남촌(중구 수표동)을 연결했었다. http://yfrog.com/eszddyfj ",수표동
37,539782912,802650104502960128,0,"[수표교] 세종2년(1420년) 제2차 개천공사 때, 나무다리를 돌다리로 교체하면서 세운 것으로 북촌(종로구 관수동)과 남촌(중구 수표동)을 연결했었다. http://yfrog.com/eszddyfj ",수표동
38,539782912,800505975132147712,0,"[수표교] 세종2년(1420년) 제2차 개천공사 때, 나무다리를 돌다리로 교체하면서 세운 것으로 북촌(종로구 관수동)과 남촌(중구 수표동)을 연결했었다. http://yfrog.com/eszddyfj ",수표동
39,523920695,799988124394745856,0,[ #Tistory ] 인천공항 24시 운행콜밴삼각동콜밴소공동콜밴서소문동콜밴수표동콜밴 http://dir11222.tistory.com/458 ,수표동
40,223133142,287057579299983361,0,"수표동컴퓨터수리 짱: 수표동컴퓨터수리 짱 ＆＆＆＆＆＆＆＆＆＆＆＆＆ 15년 기술로 막힘없이 모든 브랜드, 조립PC수리해 드리고 있습니다. 최고의 기술자 수표동컴퓨터수리  1600-89.. http://blog.daum.net/surinet13/1083 ",수표동
41,539782912,285695692524097536,0,"[수표교] 세종2년(1420년) 제2차 개천공사 때, 나무다리를 돌다리로 교체하면서 세운 것으로 북촌(종로구 관수동)과 남촌(중구 수표동)을 연결했었다. http://yfrog.com/eszddyfj ",수표동
42,223133142,284894014845616129,0,"수표동컴퓨터수리 센터: 수표동컴퓨터수리 센터 ●전문기사님이 수표동에 직접 찾아가는서비스● 베테랑기술자 수표동AS전화번호  1600-8975 ◆노트북수리,데이터복구,CCTV설치,랜공사,컴.. http://blog.daum.net/surinet11/67 ",수표동
43,539782912,283913945805357057,0,"[수표교] 세종2년(1420년) 제2차 개천공사 때, 나무다리를 돌다리로 교체하면서 세운 것으로 북촌(종로구 관수동)과 남촌(중구 수표동)을 연결했었다. http://yfrog.com/eszddyfj ",수표동
44,539782912,282132208498651137,0,"[수표교] 세종2년(1420년) 제2차 개천공사 때, 나무다리를 돌다리로 교체하면서 세운 것으로 북촌(종로구 관수동)과 남촌(중구 수표동)을 연결했었다. http://yfrog.com/eszddyfj ",수표동
