,title,address,roadAddress,mapx,mapy,category,description,telephone,link
0,<b>세븐일레븐</b> S광화문역점,서울특별시 종로구 세종로 1-68,서울특별시 종로구 세종대로 지하 172 지하 1층,309812,552650,"생활,편의>편의점",,,http://www.7-eleven.co.kr
1,<b>세븐일레븐</b> 종로인사점,서울특별시 종로구 인사동 131,서울특별시 종로구 인사동길 5,310720,552616,"생활,편의>편의점",,02-723-7717,http://www.7-eleven.co.kr
2,<b>세븐일레븐</b> 대학로카페점,서울특별시 종로구 동숭동 1-37 1층 101호,서울특별시 종로구 동숭길 143 1층 101호,312094,553926,"생활,편의>편의점",,02-741-7652,
3,<b>세븐일레븐</b> 평창점,서울특별시 종로구 평창동 343-1,서울특별시 종로구 평창11길 17 일신빌딩,308905,556586,"생활,편의>편의점",,02-394-9077,http://www.7-eleven.co.kr
4,<b>세븐일레븐</b> S종로3가역점,서울특별시 종로구 돈의동 46-1,서울특별시 종로구 돈화문로11길 12,311042,552758,"생활,편의>편의점",,02-743-5350,http://www.7-eleven.co.kr
5,<b>세븐일레븐</b> 마로니에공원점,서울특별시 종로구 동숭동 1-115,서울특별시 종로구 대학로 116,312083,553728,"생활,편의>편의점",,,http://www.7-eleven.co.kr
6,<b>세븐일레븐</b> 종로가배점,서울특별시 종로구 종로4가 14-1,서울특별시 종로구 종로 185,311721,552564,"생활,편의>편의점",,02-741-0565,http://www.7-eleven.co.kr
7,<b>세븐일레븐</b> 독립문역점,서울특별시 종로구 무악동 45-60,서울특별시 종로구 통일로 248,308168,552992,"생활,편의>편의점",,02-725-4225,
8,<b>세븐일레븐</b> 아벤트리종로점,서울특별시 종로구 견지동 65-1,서울특별시 종로구 우정국로 46,310405,552805,"생활,편의>편의점",,02-2139-8231,http://www.7-eleven.co.kr
9,<b>세븐일레븐</b> 동대문창신점,서울특별시 종로구 창신동 330-56,서울특별시 종로구 종로 324-1,313083,552689,"생활,편의>편의점",,02-741-1998,http://www.7-eleven.co.kr
10,<b>세븐일레븐</b> 종로서촌점,서울특별시 종로구 통의동 66 1층,서울특별시 종로구 자하문로 18-1 1층,309425,553336,"생활,편의>편의점",,02-738-7470,http://www.7-eleven.co.kr/
11,<b>세븐일레븐</b> 종로허브점,서울특별시 종로구 경운동 89-4,서울특별시 종로구 삼일대로 461 운현궁 에스케이 허브,310598,553080,"생활,편의>편의점",,02-734-0711,http://www.7-eleven.co.kr
12,<b>세븐일레븐</b> 종로창성점,서울특별시 종로구 창성동 160,서울특별시 종로구 자하문로 60,309321,553746,"생활,편의>편의점",,02-732-6676,http://www.7-eleven.co.kr
13,<b>세븐일레븐</b> 동대문호텔점,서울특별시 종로구 창신동 444-14,서울특별시 종로구 종로 286 이스턴호텔,312773,552543,"생활,편의>편의점",,02-741-6359,http://www.7-eleven.co.kr
14,<b>세븐일레븐</b> 종로으뜸점,서울특별시 종로구 관수동 26,서울특별시 종로구 수표로18길 19,311037,552391,"생활,편의>편의점",,,http://www.7-eleven.co.kr
15,<b>세븐일레븐</b> M종각역점,서울특별시 종로구 종로1가 44 1호선 종각역 152-05호,서울특별시 종로구 종로 33 그랑서울,310252,552516,"생활,편의>편의점",,02-725-3378,http://www.7-eleven.co.kr
16,<b>세븐일레븐</b> S서대문역점,서울특별시 종로구 평동 210,서울특별시 종로구 통일로 126 서대문역,308917,552063,"생활,편의>편의점",,02-365-5015,http://www.7-eleven.co.kr
17,<b>세븐일레븐</b> 종로두산점,서울특별시 종로구 수송동 58,서울특별시 종로구 삼봉로 81 두산위브파빌리온,310258,552727,"생활,편의>편의점",,02-732-7110,http://www.7-eleven.co.kr
18,<b>세븐일레븐</b> 종로안국점,서울특별시 종로구 안국동 4,서울특별시 종로구 윤보선길 78,310431,553494,"생활,편의>편의점",,,http://www.7-eleven.co.kr
19,<b>세븐일레븐</b> 서울적십자병원점,서울특별시 종로구 평동 164,서울특별시 종로구 새문안로 9,308928,552175,"생활,편의>편의점",,,http://www.7-eleven.co.kr
20,<b>세븐일레븐</b> 명륜카페점,서울특별시 종로구 명륜4가 155,서울특별시 종로구 대학로11길 29,311870,553787,"생활,편의>편의점",,02-741-1092,
21,<b>세븐일레븐</b> 종로배화점,서울특별시 종로구 필운동 163,서울특별시 종로구 필운대로 12,309167,553271,"생활,편의>편의점",,02-736-0996,
22,<b>세븐일레븐</b> 종로창신점,서울특별시 종로구 창신동 459-44,서울특별시 종로구 종로50길 8,312963,552609,"생활,편의>편의점",,,http://www.7-eleven.co.kr
23,<b>세븐일레븐</b> 동묘중앙점,서울특별시 종로구 숭인동 226-7,서울특별시 종로구 종로62길 16,313546,552776,"생활,편의>편의점",,1577-0711,http://www.7-eleven.co.kr
24,<b>세븐일레븐</b> 종로호스텔코리아점,서울특별시 종로구 와룡동 140,서울특별시 종로구 돈화문로 85,311011,553141,"생활,편의>편의점",,,http://www.7-eleven.co.kr
25,<b>세븐일레븐</b> 종로광화문점,서울특별시 종로구 당주동 21-2,서울특별시 종로구 새문안로9길 21,309708,552606,"생활,편의>편의점",,,http://www.7-eleven.co.kr
26,<b>세븐일레븐</b> 종로관수점,서울특별시 종로구 관수동 3-2,서울특별시 종로구 삼일대로20길 19 서광빌딩,310888,552427,"생활,편의>편의점",,02-2269-5407,http://www.7-eleven.co.kr
27,<b>세븐일레븐</b> 종각점,서울특별시 종로구 관철동 42-3,서울특별시 종로구 삼일대로17길 51 스타골드빌딩,310494,552365,"생활,편의>편의점",,02-738-2071,http://www.7-eleven.co.kr
28,<b>세븐일레븐</b> 동대문점,서울특별시 종로구 종로6가 76 종로6가,서울특별시 종로구 율곡로 294 종로6가,312626,552602,"생활,편의>편의점",,02-741-9732,
29,<b>세븐일레븐</b> 세종로점,서울특별시 종로구 수송동 135,서울특별시 종로구 종로1길 42-1,309983,552937,"생활,편의>편의점",,02-725-9120,http://www.7-eleven.co.kr
30,<b>세븐일레븐</b> 신설동역점,서울특별시 종로구 숭인동 1248,서울특별시 종로구 보문로 3,313886,553108,"생활,편의>편의점",,02-926-0609,http://www.7-eleven.co.kr
31,<b>세븐일레븐</b> 동묘제일점,서울특별시 종로구 숭인동 72-14,서울특별시 종로구 종로 371,313507,552883,"생활,편의>편의점",,02-765-4037,http://www.7-eleven.co.kr
32,<b>세븐일레븐</b> 낙원점,서울특별시 종로구 낙원동 47-1,서울특별시 종로구 인사동4길 17,310717,552832,"생활,편의>편의점",,02-723-0478,http://www.7-eleven.co.kr
33,<b>세븐일레븐</b> 종로르메이에르점,서울특별시 종로구 청진동 146,서울특별시 종로구 종로 19 르메이에르종로타운1,310107,552530,"생활,편의>편의점",,02-723-0105,http://www.7-eleven.co.kr
34,<b>세븐일레븐</b> 탑골공원점,서울특별시 종로구 낙원동 178,서울특별시 종로구 수표로 110,310931,552568,"생활,편의>편의점",,02-745-6003,http://www.7-eleven.co.kr
35,<b>세븐일레븐</b> 경복궁점,서울특별시 종로구 사간동 66,서울특별시 종로구 삼청로 22,310092,553351,"생활,편의>편의점",,02-733-0711,http://www.7-eleven.co.kr
36,<b>세븐일레븐</b> 종로부암점,서울특별시 종로구 부암동 307-1,서울특별시 종로구 창의문로 147,308687,555011,"생활,편의>편의점",,02-379-5390,http://www.7-eleven.co.kr
37,<b>세븐일레븐</b> 경희궁롯데캐슬점,서울특별시 종로구 행촌동 209-9,서울특별시 종로구 통일로12길 10-6,308348,552828,"생활,편의>편의점",,1577-0711,http://www.7-eleven.co.kr
38,<b>세븐일레븐</b> 종로당주점,서울특별시 종로구 당주동 128-14,서울특별시 종로구 새문안로3길 21,309442,552710,"생활,편의>편의점",,02-722-5896,http://www.7-eleven.co.kr
39,<b>세븐일레븐</b> 종로3가역점,서울특별시 종로구 돈의동 62,서울특별시 종로구 돈화문로11길 9,311058,552728,"생활,편의>편의점",,02-3673-4206,http://www.7-eleven.co.kr
40,<b>세븐일레븐</b> 종로삼일대로점,"서울특별시 종로구 관철동 6-2 ,1층","서울특별시 종로구 삼일대로 393-1 ,1층",310752,552433,"생활,편의>편의점",,,
41,<b>세븐일레븐</b> 종로숭인점,서울특별시 종로구 숭인동 390-1,서울특별시 종로구 숭인동길 70-13,313867,553348,"생활,편의>편의점",,02-923-3126,http://www.7-eleven.co.kr
42,<b>세븐일레븐</b> 종로율곡점,서울특별시 종로구 이화동 205-2,서울특별시 종로구 율곡로 218,312140,553106,"생활,편의>편의점",,02-741-9669,http://www.7-eleven.co.kr
43,<b>세븐일레븐</b> 혜화점,서울특별시 종로구 혜화동 111-7,서울특별시 종로구 창경궁로 273,311938,554197,"생활,편의>편의점",,02-764-9367,http://www.7-eleven.co.kr
44,<b>세븐일레븐</b> 숭인IBC호텔점,서울특별시 종로구 숭인동 1396,서울특별시 종로구 난계로 241,313865,552790,"생활,편의>편의점",,,http://www.7-eleven.co.kr
45,<b>세븐일레븐</b> 종각센트로폴리스점,서울특별시 종로구 공평동 5-1,서울특별시 종로구 우정국로 26 1층,310409,552637,"생활,편의>편의점",,,http://www.7-eleven.co.kr
46,<b>세븐일레븐</b> 종로내자점,서울특별시 종로구 내자동 111-1,서울특별시 종로구 사직로 112,309328,553120,"생활,편의>편의점",,02-722-7790,http://www.7-eleven.co.kr
47,<b>세븐일레븐</b> 종로신영점,서울특별시 종로구 신영동 196-4,서울특별시 종로구 세검정로 265,308456,556059,"생활,편의>편의점",,,
48,<b>세븐일레븐</b> 종로이비스점,서울특별시 종로구 익선동 132-2,서울특별시 종로구 삼일대로30길 32,310924,552922,"생활,편의>편의점",,02-763-0711,http://www.7-eleven.co.kr
49,<b>세븐일레븐</b> 경희궁자이점,서울특별시 종로구 교북동 127,서울특별시 종로구 송월길 99 팰리스에비뉴 205단지 2층,308527,552605,"생활,편의>편의점",,,http://www.7-eleven.co.kr
