,title,address,roadAddress,mapx,mapy,category,description,telephone,link
0,<b>GS25</b> 서울대병원점,서울특별시 종로구 연건동 28-21,서울특별시 종로구 대학로 101,311785,553526,"생활,편의>편의점",,02-747-9501,https://www.instagram.com/gs25_official/
1,<b>GS25</b> 대학로점,서울특별시 종로구 동숭동 1-77,서울특별시 종로구 대학로8가길 93,312185,553755,"생활,편의>편의점",,02-763-3513,https://www.instagram.com/gs25_official/
2,<b>GS25</b> 소격동점,서울특별시 종로구 소격동 150,서울특별시 종로구 율곡로3길 73-1 1층 (소격동 150),310280,553456,"생활,편의>편의점",,02-733-8003,https://www.instagram.com/gs25_official/
3,<b>GS25</b> 숭인필점,서울특별시 종로구 숭인동 81-15,서울특별시 종로구 지봉로 50 필빌딩,313266,552940,"생활,편의>편의점",,02-744-2228,https://www.instagram.com/gs25_official/
4,<b>GS25</b> 동숭점,서울특별시 종로구 혜화동 201,서울특별시 종로구 동숭길 140,312092,553962,"생활,편의>편의점",,02-741-2425,https://www.instagram.com/gs25_official/
5,<b>GS25</b> 그랑서울본점,서울특별시 종로구 청진동 40 102호,서울특별시 종로구 종로 33 102호,310222,552572,"생활,편의>편의점",,02-2158-7947,https://www.instagram.com/gs25_official/
6,<b>GS25</b> 종로드림점,서울특별시 종로구 무악동 63-10,서울특별시 종로구 통일로16길 5,308083,553138,"생활,편의>편의점",,1644-5425,https://www.instagram.com/gs25_official/
7,<b>GS25</b> S6창신역점,서울특별시 종로구 창신동 20-8,서울특별시 종로구 지봉로 112,313216,553545,"생활,편의>편의점",,1644-5425,https://www.instagram.com/gs25_official/
8,<b>GS25</b> 혜화대명점,서울특별시 종로구 혜화동 144-1,서울특별시 종로구 창경궁로34길 15,311981,554029,"생활,편의>편의점",,02-743-0567,https://www.instagram.com/gs25_official/
9,<b>GS25</b> 종로사직점,서울특별시 종로구 체부동 37-1 1층,서울특별시 종로구 자하문로 19-1,309375,553340,"생활,편의>편의점",,02-725-8425,https://www.instagram.com/gs25_official/
10,<b>GS25</b> 종로낙원점,서울특별시 종로구 낙원동 230,서울특별시 종로구 수표로 123-4,310861,552713,"생활,편의>편의점",,02-747-2535,
11,<b>GS25</b> 상명대점,서울특별시 종로구 홍지동 62-5,서울특별시 종로구 홍지문2길 16,307981,556012,"생활,편의>편의점",,02-379-8011,https://www.instagram.com/gs25_official/
12,<b>GS25</b> 종로내수점,서울특별시 종로구 내수동 75,서울특별시 종로구 새문안로3길 36,309507,552846,"생활,편의>편의점",,,https://www.instagram.com/gs25_official/
13,<b>GS25</b> 종로인사점,서울특별시 종로구 관훈동 144 1층,서울특별시 종로구 인사동길 59 1층,310402,553039,"생활,편의>편의점",,02-723-7869,https://www.instagram.com/gs25_official/
14,<b>GS25</b> 종로광장시장점,"서울특별시 종로구 종로5가 398-1 1,2층","서울특별시 종로구 동호로 401-2 1,2층",312013,552478,"생활,편의>편의점",,02-2274-7511,
15,<b>GS25</b> 종로흥국점,서울특별시 종로구 신문로1가 226 지하1층,서울특별시 종로구 새문안로 68 지하1층,309399,552437,"생활,편의>편의점",,02-722-2526,https://www.instagram.com/gs25_official/
16,<b>GS25</b> 종각점,서울특별시 종로구 관철동 45-1,서울특별시 종로구 우정국로2길 21,310472,552430,"생활,편의>편의점",,,https://www.instagram.com/gs25_official/
17,<b>GS25</b> 성대입구점,서울특별시 종로구 명륜2가 230,서울특별시 종로구 성균관로 1,311736,553917,"생활,편의>편의점",,02-742-0911,https://www.instagram.com/gs25_official/
18,<b>GS25</b> 창신점,서울특별시 종로구 창신동 243 두산상가 105호,서울특별시 종로구 지봉로 43,313232,552892,"생활,편의>편의점",,02-763-9938,https://www.instagram.com/gs25_official/
19,<b>GS25</b> 종로신영점,서울특별시 종로구 신영동 240,서울특별시 종로구 진흥로 484,308426,556395,"생활,편의>편의점",,02-396-0010,https://www.instagram.com/gs25_official/
20,<b>GS25</b> 종로청진점,서울특별시 종로구 청진동 146,서울특별시 종로구 종로 19 르메이에르종로타운1,310086,552555,"생활,편의>편의점",,02-2075-5050,https://www.instagram.com/gs25_official/
21,<b>GS25</b> 삼청제일점,서울특별시 종로구 삼청동 71,서울특별시 종로구 삼청로 108,310306,554134,"생활,편의>편의점",,02-737-3963,https://www.instagram.com/gs25_official/
22,<b>GS25</b> LG광화문점,서울특별시 종로구 신문로2가 92,"서울특별시 종로구 새문안로 58 지하2층 (신문로2가 92, LG광화문빌딩)",309344,552404,"생활,편의>편의점",,1644-5425,https://www.instagram.com/gs25_official/
23,<b>GS25</b> 종로스페이스점,서울특별시 종로구 사직동 9 풍림스페이스본 202-105호,서울특별시 종로구 사직로8길 4 광화문 풍림스페이스본,309126,553052,"생활,편의>편의점",,02-736-1656,https://www.instagram.com/gs25_official/
24,<b>GS25</b> 인사동마루점,서울특별시 종로구 관훈동 196-10,서울특별시 종로구 인사동길 35-4,310548,552843,"생활,편의>편의점",,02-2223-2536,https://www.instagram.com/gs25_official/
25,<b>GS25</b> 서울극장점,서울특별시 종로구 관수동 70-4 대동빌딩,서울특별시 종로구 돈화문로 11-1 대동빌딩,311160,552414,"생활,편의>편의점",,02-2272-7283,
26,<b>GS25</b> 종로이마빌딩점,서울특별시 종로구 수송동 146-1,서울특별시 종로구 종로1길 42,310015,552899,"생활,편의>편의점",,02-722-0576,https://www.instagram.com/gs25_official/
27,<b>GS25</b> 국일관점,서울특별시 종로구 관수동 20 국일관 드림팰리스빌딩 1~2호,서울특별시 종로구 수표로 96 국일관드림펠리스,310948,552432,"생활,편의>편의점",,02-2285-1014,https://www.instagram.com/gs25_official/
28,<b>GS25</b> 종로타워점,서울특별시 종로구 청진동 70,서울특별시 종로구 종로 33 B동 107호,310195,552568,"생활,편의>편의점",,02-2158-7946,https://www.instagram.com/gs25_official/
29,<b>GS25</b> 평창파크팰리스점,"서울특별시 종로구 평창동 153-3 창진파크팰리스 102-1,102-2호","서울특별시 종로구 평창문화로 87 창진파크팰리스 102-1,102-2호",309311,556584,"생활,편의>편의점",,02-394-3940,
30,<b>GS25</b> 숭인현대점,서울특별시 종로구 숭인동 1062 1층,서울특별시 종로구 숭인동길 16,313795,553067,"생활,편의>편의점",,02-921-8584,
31,<b>GS25</b> 종로익선점,서울특별시 종로구 익선동 34,서울특별시 종로구 삼일대로30길 23,310892,552930,"생활,편의>편의점",,02-765-1058,https://www.instagram.com/gs25_official/
32,<b>GS25</b> 청진본점,서울특별시 종로구 청진동 201-1,서울특별시 종로구 종로3길 38 1층,310045,552694,"생활,편의>편의점",,02-735-5556,https://www.instagram.com/gs25_official/
33,<b>GS25</b> 북촌점,서울특별시 종로구 가회동 208-7,서울특별시 종로구 북촌로6길 1,310565,553590,"생활,편의>편의점",,02-742-9804,https://www.instagram.com/gs25_official/
34,<b>GS25</b> 종로동묘시장점,서울특별시 종로구 숭인동 241-1 1층,서울특별시 종로구 종로58길 40 1층,313494,552604,"생활,편의>편의점",,02-2252-2626,https://www.instagram.com/gs25_official/
35,<b>GS25</b> 트윈트리타워점,서울특별시 종로구 중학동 14-1,,310174,553089,"생활,편의>편의점",,02-6016-6913,
36,<b>GS25</b> 동묘역점,서울특별시 종로구 숭인동 310 대우디오빌 1층,서울특별시 종로구 종로 344 종로대우디오빌,313274,552746,"생활,편의>편의점",,02-2253-0123,https://www.instagram.com/gs25_official/
37,<b>GS25</b> 종로영풍점,서울특별시 종로구 서린동 33,서울특별시 종로구 청계천로 41,310287,552428,"생활,편의>편의점",,1644-5425,https://www.instagram.com/gs25_official/
38,<b>GS25</b> 마로니에점,서울특별시 종로구 동숭동 1-100 1층,서울특별시 종로구 대학로8가길 111,312182,553658,"생활,편의>편의점",,02-766-2535,https://www.instagram.com/gs25_official/
39,<b>GS25</b> 명륜아남점,서울특별시 종로구 명륜1가 46-18,서울특별시 종로구 혜화로 9,311896,554274,"생활,편의>편의점",,02-766-6663,https://www.instagram.com/gs25_official/
40,<b>GS25</b> 청진타워8점,서울특별시 종로구 청진동 128,서울특별시 종로구 종로5길 7,310153,552529,"생활,편의>편의점",,02-6226-8298,https://www.instagram.com/gs25_official/
41,<b>GS25</b> 혜화경찰서점,서울특별시 종로구 인의동 28-36,서울특별시 종로구 창경궁로 112-11 재림빌딩,311730,552730,"생활,편의>편의점",,02-742-1845,
42,<b>GS25</b> 평창문화로점,서울특별시 종로구 평창동 106-4,서울특별시 종로구 평창문화로 154,309844,556935,"생활,편의>편의점",,02-396-8002,https://www.instagram.com/gs25_official/
43,<b>GS25</b> 종로스타점,서울특별시 종로구 종로5가 43-1,서울특별시 종로구 종로 233,312181,552586,"생활,편의>편의점",,02-747-0617,https://www.instagram.com/gs25_official/
44,<b>GS25</b> 방송통신대본점,서울특별시 종로구 동숭동 169-1,서울특별시 종로구 대학로 86 한국방송통신대학,312103,553499,"생활,편의>편의점",,,https://www.instagram.com/gs25_official/
45,<b>GS25</b> 종로관철점,서울특별시 종로구 관철동 7-5 1층,서울특별시 종로구 삼일대로17길 8,310711,552379,"생활,편의>편의점",,02-736-2853,https://www.instagram.com/gs25_official/
46,<b>GS25</b> 종로방통대점,서울특별시 종로구 동숭동 187-12,서울특별시 종로구 이화장길 99,312256,553521,"생활,편의>편의점",,02-766-3715,https://www.instagram.com/gs25_official/
47,<b>GS25</b> 명륜스타점,"서울특별시 종로구 명륜4가 113-1 스타시티빌딩 102-3,4호",서울특별시 종로구 대학로11길 23 대학로스타시티빌딩,311929,553795,"생활,편의>편의점",,02-744-2238,https://www.instagram.com/gs25_official/
48,<b>GS25</b> 수송타워점,서울특별시 종로구 수송동 51-8,서울특별시 종로구 삼봉로 71 G타워,310190,552784,"생활,편의>편의점",,02-6281-3990,https://www.instagram.com/gs25_official/
49,<b>GS25</b> 종로로얄점,서울특별시 종로구 수송동 85,서울특별시 종로구 율곡로2길 7,310210,553024,"생활,편의>편의점",,,https://www.instagram.com/gs25_official/
50,<b>GS25</b> 창신사랑점,서울특별시 종로구 창신동 651-44,서울특별시 종로구 창신길 27,312805,552761,"생활,편의>편의점",,02-742-5937,https://www.instagram.com/gs25_official/
51,<b>GS25</b> 경희궁자이점,서울특별시 종로구 교북동 126,서울특별시 종로구 송월길 155,308484,552611,"생활,편의>편의점",,02-733-6026,https://www.instagram.com/gs25_official/
52,<b>GS25</b> 종로누하점,서울특별시 종로구 누하동 57-2,서울특별시 종로구 필운대로 39,309103,553532,"생활,편의>편의점",,02-737-4524,https://www.instagram.com/gs25_official/
53,<b>GS25</b> 청운중앙점,서울특별시 종로구 청운동 108-21,서울특별시 종로구 자하문로 100-1,309267,554130,"생활,편의>편의점",,02-732-1395,https://www.instagram.com/gs25_official/
54,<b>GS25</b> 수성동계곡점,서울특별시 종로구 누상동 166-118 1층 1호,서울특별시 종로구 옥인6길 5 1층 1호,308730,553802,"생활,편의>편의점",,,https://www.instagram.com/gs25_official/
