,title,address,roadAddress,mapx,mapy,category,description,telephone,link
0,<b>KFC</b> 대학로,서울특별시 종로구 동숭동 1-27,서울특별시 종로구 대학로 120,312077,553760,양식>햄버거,,02-744-0523,http://www.kfckorea.com/
1,<b>KFC</b> 광화문점,서울특별시 종로구 세종로 161-1,서울특별시 종로구 세종대로23길 7,309734,552643,양식>햄버거,,02-738-9870,http://www.kfckorea.com/
2,<b>KFC</b>종로점,서울특별시 종로구 종로2가 71-4,서울특별시 종로구 종로 88,310727,552457,양식>햄버거,,02-735-1230,http://www.kfckorea.com/
3,<b>KFC</b> 동대문,서울특별시 종로구 창신동 464-6 1층,서울특별시 종로구 종로 294,312808,552587,양식>햄버거,,02-741-6587,http://www.kfckorea.com/
4,<b>KFC</b> 청계천,서울특별시 종로구 서린동 88 관정빌딩 1층,서울특별시 종로구 청계천로 35 관정빌딩 1층,310231,552385,양식>햄버거,,,http://www.kfckorea.com/
5,<b>KFC</b> 용산아이파크몰,"서울특별시 용산구 한강로3가 40-999 아이파크몰 6층 7,8호",서울특별시 용산구 한강대로23길 55 현대아이파크몰,308675,548074,양식>햄버거,,02-2012-0641,http://www.kfckorea.com/
6,<b>KFC</b> 서울역1,서울특별시 용산구 동자동 43-205 3층,서울특별시 용산구 청파로 378,309293,550476,양식>햄버거,,02-312-3432,http://www.kfckorea.com/
7,<b>KFC</b> 숙대입구역,서울특별시 용산구 남영동 26-2,서울특별시 용산구 한강대로 284,309415,549553,양식>햄버거,,02-792-2060,http://www.kfckorea.com/
8,<b>KFC</b> 한남순천향,서울특별시 용산구 한남동 638-5,서울특별시 용산구 대사관로 62,312257,548364,양식>햄버거,,02-793-3354,
9,<b>KFC</b> 왕십리역사,서울특별시 성동구 행당동 168-1 왕십리민자역사지상1층C-02호,,315246,551393,양식>햄버거,,,http://www.kfckorea.com/
10,<b>KFC</b> 세종대점,서울특별시 광진구 화양동 225,서울특별시 광진구 광나루로 396,318333,549853,양식>햄버거,,02-461-3635,http://www.kfckorea.com/
11,<b>KFC</b> 광장동점,서울특별시 광진구 구의동 201-8,서울특별시 광진구 광나루로 604,320221,549213,양식>햄버거,,02-458-0332,http://www.kfckorea.com/
12,<b>KFC</b> 한국외대,서울특별시 동대문구 이문동 288-10,서울특별시 동대문구 이문로 114,317251,555359,양식>햄버거,,02-957-5858,
