,title,address,roadAddress,mapx,mapy,category,description,telephone,link
0,<b>버거킹</b> 종로점,서울특별시 종로구 종로2가 56-23,서울특별시 종로구 종로 94,310810,552454,양식>햄버거,,02-2285-4838,http://www.burgerking.co.kr/
1,<b>버거킹</b> 종로구청점,서울특별시 종로구 수송동 68-1,서울특별시 종로구 삼봉로 57 호수빌딩,310142,552743,양식>햄버거,,02-722-0238,http://www.burgerking.co.kr/
2,<b>버거킹</b> 혜화역점,서울특별시 종로구 혜화동 179-4,서울특별시 종로구 동숭길 146,312071,553941,양식>햄버거,,,
3,<b>버거킹</b> 시청역점,서울특별시 중구 태평로2가 330-2,서울특별시 중구 서소문로 136,309735,551767,양식>햄버거,,02-777-0332,http://www.burgerking.co.kr/
4,<b>버거킹</b> 약수역점,서울특별시 중구 신당동 370-64,서울특별시 중구 다산로 142,312877,550914,양식>햄버거,,,
5,<b>버거킹</b> 무교점,서울특별시 중구 무교동 33-1,서울특별시 중구 무교로 17 무교빌딩,310009,552181,양식>햄버거,,02-318-7885,http://www.burgerking.co.kr/
6,<b>버거킹</b> 충무로역점,서울특별시 중구 충무로4가 125-11,서울특별시 중구 퇴계로 216,311482,551490,양식>햄버거,,02-2285-0337,
7,<b>버거킹</b> 신당역점,서울특별시 중구 흥인동 86,서울특별시 중구 다산로 258,313330,552004,양식>햄버거,,02-2253-0332,http://burgerking.co.kr/
8,<b>버거킹</b> 황학이마트점,서울특별시 중구 황학동 2545 이마트청계천점 1F,서울특별시 중구 청계천로 400 이마트청계천점 1F,313856,552587,양식>햄버거,,02-2256-0231,http://www.burgerking.co.kr/
9,<b>버거킹</b> 회현역점,서울특별시 중구 회현동1가 194-15,서울특별시 중구 퇴계로 52 티마크그랜드호텔 명동 1층,309940,551173,양식>햄버거,,,
10,<b>버거킹</b> 숭례문점,서울특별시 중구 남대문로5가 1-1 창화빌딩 1층,서울특별시 중구 세종대로 23 창화빌딩 1층,309538,551262,양식>햄버거,,02-777-8801,http://www.burgerking.co.kr/
11,<b>버거킹</b> 동국대점,서울특별시 중구 필동3가 26-1 동국대학교 내 상록원 1층,서울특별시 중구 필동로1길 30 동국대학교,311814,550998,양식>햄버거,,02-2277-3006,http://www.burgerking.co.kr/
12,<b>버거킹</b> 서대문역점,서울특별시 중구 순화동 215 바비엥3 1층 104호,서울특별시 중구 통일로 86,309150,551713,양식>햄버거,,,
13,<b>버거킹</b> 황학이마트점,서울특별시 중구 황학동 2545,서울특별시 중구 청계천로 400,313727,552513,양식>햄버거,,,
